GO_term1	GO_term2	similarity
GO:2001140	GO:2001140	0.489
GO:0099040	GO:0099040	0.586
GO:0140331	GO:0140331	0.552
GO:0043400	GO:0043400	0.555
GO:0090119	GO:0090119	0.513
GO:0035932	GO:0035932	0.555
GO:0061590	GO:0061590	0.538
GO:0061589	GO:0061589	0.538
GO:0017121	GO:0017121	0.506
GO:0140329	GO:0140329	0.544
GO:0090118	GO:0090118	0.495
GO:0010879	GO:0010879	0.58
GO:1905885	GO:1905885	0.469
GO:1902167	GO:1902167	0.474
GO:1900180	GO:1900180	0.5
GO:0072656	GO:0072656	0.734
GO:0043181	GO:0043181	0.473
GO:0006621	GO:0006621	0.673
GO:0090292	GO:0090292	0.787
GO:0035437	GO:0035437	0.734
GO:0045053	GO:0045053	0.699
GO:0045185	GO:0045185	0.563
GO:0051651	GO:0051651	0.583
GO:0032436	GO:0032436	0.614
GO:1904211	GO:1904211	0.513
GO:0097466	GO:0097466	0.666
GO:0061944	GO:0061944	0.533
GO:0072659	GO:0072659	0.507
GO:0071459	GO:0071459	0.639
GO:1903096	GO:1903096	0.516
GO:1904867	GO:1904867	0.7
GO:0071539	GO:0071539	0.516
GO:0035372	GO:0035372	0.568
GO:1902480	GO:1902480	0.568
GO:0008298	GO:0008298	0.478
GO:0097051	GO:0097051	0.468
GO:1905793	GO:1905793	0.48
GO:1903546	GO:1903546	0.568
GO:0071206	GO:0071206	0.484
GO:1900045	GO:1900045	0.488
GO:0033234	GO:0033234	0.611
GO:0032986	GO:0032986	0.5
GO:0000423	GO:0000423	0.547
GO:1901098	GO:1901098	0.514
GO:0061709	GO:0061709	0.584
GO:0016240	GO:0016240	0.768
GO:1905670	GO:1905670	0.536
GO:0061909	GO:0061909	0.472
GO:1904896	GO:1904896	0.536
GO:0061738	GO:0061738	0.522
GO:0044804	GO:0044804	0.522
GO:1901097	GO:1901097	0.536
GO:1901096	GO:1901096	0.632
GO:0016237	GO:0016237	0.522
GO:0072584	GO:0072584	0.509
GO:2000641	GO:2000641	0.476
GO:0008333	GO:0008333	0.733
GO:0008089	GO:0008089	0.473
GO:0008090	GO:0008090	0.473
GO:0032456	GO:0032456	0.902
GO:0006913	GO:0006913	0.642
GO:0036465	GO:0036465	0.654
GO:0051649	GO:0051649	0.683
GO:0042147	GO:0042147	0.843
GO:0006896	GO:0006896	0.684
GO:0006888	GO:0006888	0.755
GO:0015919	GO:0015919	0.642
GO:0097091	GO:0097091	0.529
GO:0051170	GO:0051170	0.58
GO:0048489	GO:0048489	0.488
GO:0008088	GO:0008088	0.516
GO:0007097	GO:0007097	0.613
GO:0002576	GO:0002576	0.593
GO:0150007	GO:0150007	0.607
GO:0051168	GO:0051168	0.58
GO:0090160	GO:0090160	0.571
GO:0043299	GO:0043299	0.542
GO:0051650	GO:0051650	0.469
GO:0051683	GO:0051683	0.469
GO:0090110	GO:0090110	0.579
GO:0051303	GO:0051303	0.469
GO:0006903	GO:0006903	0.613
GO:0099022	GO:0099022	0.514
GO:0016182	GO:0016182	0.545
GO:0006895	GO:0006895	0.647
GO:0072384	GO:0072384	0.495
GO:0030705	GO:0030705	0.725
GO:0032509	GO:0032509	0.843
GO:0061763	GO:0061763	0.553
GO:0032511	GO:0032511	0.726
GO:0010970	GO:0010970	0.546
GO:0099532	GO:0099532	0.902
GO:0044795	GO:0044795	0.902
GO:0034498	GO:0034498	0.747
GO:0036466	GO:0036466	0.749
GO:0032510	GO:0032510	0.706
GO:0061764	GO:0061764	0.62
GO:0098930	GO:0098930	0.492
GO:0072386	GO:0072386	0.479
GO:0032458	GO:0032458	0.825
GO:0098700	GO:0098700	0.608
GO:0072385	GO:0072385	0.479
GO:0098810	GO:0098810	0.491
GO:0099044	GO:0099044	0.493
GO:0016189	GO:0016189	0.698
GO:0015842	GO:0015842	0.466
GO:0036250	GO:0036250	0.479
GO:1990771	GO:1990771	0.486
GO:0034499	GO:0034499	0.747
GO:0098937	GO:0098937	0.473
GO:0061025	GO:0061025	0.495
GO:0031339	GO:0031339	0.566
GO:0006906	GO:0006906	0.926
GO:0090385	GO:0090385	0.64
GO:0048194	GO:0048194	0.571
GO:1905364	GO:1905364	0.712
GO:0051469	GO:0051469	0.767
GO:0006900	GO:0006900	0.69
GO:0048210	GO:0048210	0.793
GO:0070676	GO:0070676	0.55
GO:0035493	GO:0035493	0.716
GO:0090174	GO:0090174	0.671
GO:0006901	GO:0006901	0.618
GO:0048280	GO:0048280	0.793
GO:1902774	GO:1902774	0.566
GO:0099074	GO:0099074	0.587
GO:0090314	GO:0090314	0.522
GO:0071693	GO:0071693	0.604
GO:0046826	GO:0046826	0.476
GO:0010793	GO:0010793	0.5
GO:0006406	GO:0006406	0.584
GO:0099641	GO:0099641	0.648
GO:0099642	GO:0099642	0.701
GO:0098971	GO:0098971	0.618
GO:0016973	GO:0016973	0.615
GO:0000055	GO:0000055	0.639
GO:0000056	GO:0000056	0.639
GO:0000054	GO:0000054	0.614
GO:0098887	GO:0098887	0.568
GO:0030970	GO:0030970	0.593
GO:0098964	GO:0098964	0.585
GO:0035735	GO:0035735	0.602
GO:0098969	GO:0098969	0.494
GO:0031990	GO:0031990	0.531
GO:0099088	GO:0099088	0.638
GO:0098963	GO:0098963	0.658
GO:0099639	GO:0099639	0.671
GO:0006409	GO:0006409	0.629
GO:0090230	GO:0090230	0.568
GO:0034058	GO:0034058	0.561
GO:0010807	GO:0010807	0.521
GO:0035544	GO:0035544	0.756
GO:0051646	GO:0051646	0.679
GO:0051642	GO:0051642	0.632
GO:0051653	GO:0051653	0.584
GO:0140056	GO:0140056	0.624
GO:0051647	GO:0051647	0.679
GO:0060152	GO:0060152	0.542
GO:0071166	GO:0071166	0.56
GO:0051668	GO:0051668	0.56
GO:0032252	GO:0032252	0.571
GO:0051645	GO:0051645	0.679
GO:0051640	GO:0051640	0.837
GO:0034398	GO:0034398	0.497
GO:0051654	GO:0051654	0.492
GO:0032402	GO:0032402	0.624
GO:0051877	GO:0051877	0.586
GO:0051904	GO:0051904	0.576
GO:0032401	GO:0032401	0.707
GO:0043473	GO:0043473	0.481
GO:0048066	GO:0048066	0.639
GO:0048074	GO:0048074	0.63
GO:0048073	GO:0048073	0.795
GO:0048087	GO:0048087	0.806
GO:0031623	GO:0031623	0.524
GO:0006855	GO:0006855	0.509
GO:0006904	GO:0006904	0.531
GO:0097350	GO:0097350	0.5
GO:1990182	GO:1990182	0.544
GO:0032940	GO:0032940	0.577
GO:0072318	GO:0072318	0.626
GO:0045055	GO:0045055	0.659
GO:0060097	GO:0060097	0.475
GO:0045054	GO:0045054	0.659
GO:0017156	GO:0017156	0.624
GO:0006893	GO:0006893	0.657
GO:0043652	GO:0043652	0.513
GO:0099049	GO:0099049	0.48
GO:0150093	GO:0150093	0.662
GO:0002412	GO:0002412	0.575
GO:1990927	GO:1990927	0.598
GO:0000301	GO:0000301	0.695
GO:1905413	GO:1905413	0.61
GO:0002415	GO:0002415	0.543
GO:0099011	GO:0099011	0.578
GO:0048219	GO:0048219	0.695
GO:0035654	GO:0035654	0.705
GO:1903779	GO:1903779	0.67
GO:0010644	GO:0010644	0.471
GO:0086014	GO:0086014	0.471
GO:0086091	GO:0086091	0.606
GO:0086073	GO:0086073	0.567
GO:0086066	GO:0086066	0.784
GO:0086046	GO:0086046	0.473
GO:0086015	GO:0086015	0.54
GO:0086070	GO:0086070	0.784
GO:0061337	GO:0061337	0.758
GO:0045823	GO:0045823	0.521
GO:1901844	GO:1901844	0.82
GO:0086045	GO:0086045	0.473
GO:0086048	GO:0086048	0.473
GO:0086047	GO:0086047	0.473
GO:0086029	GO:0086029	0.652
GO:0086016	GO:0086016	0.54
GO:0086043	GO:0086043	0.54
GO:0086092	GO:0086092	0.606
GO:0086067	GO:0086067	0.784
GO:0086072	GO:0086072	0.567
GO:0009266	GO:0009266	0.515
GO:0060338	GO:0060338	0.505
GO:0060334	GO:0060334	0.53
GO:0034375	GO:0034375	0.531
GO:0034374	GO:0034374	0.531
GO:0034379	GO:0034379	0.834
GO:0034369	GO:0034369	0.594
GO:0034441	GO:0034441	0.531
GO:0090108	GO:0090108	0.643
GO:0034372	GO:0034372	0.48
GO:0034370	GO:0034370	0.531
GO:0034378	GO:0034378	0.834
GO:0034371	GO:0034371	0.48
GO:0034373	GO:0034373	0.48
GO:0060988	GO:0060988	0.516
GO:0001702	GO:0001702	0.511
GO:0016331	GO:0016331	0.532
GO:0048320	GO:0048320	0.839
GO:0048332	GO:0048332	0.679
GO:0048340	GO:0048340	0.484
GO:0090009	GO:0090009	0.471
GO:0048341	GO:0048341	0.752
GO:0048327	GO:0048327	0.58
GO:0048343	GO:0048343	0.603
GO:0048026	GO:0048026	0.466
GO:0048025	GO:0048025	0.466
GO:0045980	GO:0045980	0.622
GO:1905856	GO:1905856	0.471
GO:0090324	GO:0090324	0.476
GO:0010905	GO:0010905	0.544
GO:0001841	GO:0001841	0.877
GO:0048754	GO:0048754	0.485
GO:0001838	GO:0001838	0.764
GO:0061713	GO:0061713	0.943
GO:0021993	GO:0021993	0.951
GO:0061333	GO:0061333	0.484
GO:0060615	GO:0060615	0.517
GO:0072179	GO:0072179	0.524
GO:0001842	GO:0001842	0.836
GO:0090177	GO:0090177	0.862
GO:0021502	GO:0021502	0.795
GO:0021509	GO:0021509	0.82
GO:0072174	GO:0072174	0.515
GO:0072079	GO:0072079	0.535
GO:0001839	GO:0001839	0.521
GO:0003144	GO:0003144	0.59
GO:0046886	GO:0046886	0.469
GO:1904775	GO:1904775	0.557
GO:0002793	GO:0002793	0.542
GO:2000836	GO:2000836	0.506
GO:0048260	GO:0048260	0.582
GO:1903543	GO:1903543	0.481
GO:0045956	GO:0045956	0.495
GO:0045921	GO:0045921	0.59
GO:1903028	GO:1903028	0.71
GO:1903307	GO:1903307	0.536
GO:1905415	GO:1905415	0.484
GO:1901074	GO:1901074	0.499
GO:1902910	GO:1902910	0.529
GO:1903423	GO:1903423	0.538
GO:0042308	GO:0042308	0.519
GO:0046833	GO:0046833	0.586
GO:0006405	GO:0006405	0.541
GO:1905606	GO:1905606	0.467
GO:0150052	GO:0150052	0.467
GO:1903348	GO:1903348	0.831
GO:1903598	GO:1903598	0.579
GO:0060491	GO:0060491	0.497
GO:0070830	GO:0070830	0.749
GO:0045186	GO:0045186	0.477
GO:1903597	GO:1903597	0.593
GO:0051963	GO:0051963	0.526
GO:0007043	GO:0007043	0.585
GO:0043297	GO:0043297	0.611
GO:0002159	GO:0002159	0.469
GO:1903347	GO:1903347	0.852
GO:0016264	GO:0016264	0.494
GO:0034333	GO:0034333	0.469
GO:0120192	GO:0120192	0.657
GO:0036058	GO:0036058	0.494
GO:0086064	GO:0086064	0.67
GO:0055117	GO:0055117	0.538
GO:0010460	GO:0010460	0.546
GO:0098910	GO:0098910	0.52
GO:0003099	GO:0003099	0.53
GO:1903949	GO:1903949	0.499
GO:0006937	GO:0006937	0.583
GO:0086003	GO:0086003	0.488
GO:0060048	GO:0060048	0.657
GO:0060452	GO:0060452	0.796
GO:0045933	GO:0045933	0.503
GO:0098911	GO:0098911	0.587
GO:0086004	GO:0086004	0.699
GO:0106135	GO:0106135	0.56
GO:0045988	GO:0045988	0.565
GO:0006942	GO:0006942	0.679
GO:0106134	GO:0106134	0.627
GO:0098909	GO:0098909	0.62
GO:0014819	GO:0014819	0.533
GO:0045989	GO:0045989	0.565
GO:0055118	GO:0055118	0.796
GO:1903946	GO:1903946	0.477
GO:0051281	GO:0051281	0.647
GO:0051279	GO:0051279	0.765
GO:0010880	GO:0010880	0.797
GO:1905949	GO:1905949	0.504
GO:1905665	GO:1905665	0.486
GO:0051280	GO:0051280	0.644
GO:0014809	GO:0014809	0.817
GO:1905664	GO:1905664	0.569
GO:0014810	GO:0014810	0.762
GO:0010523	GO:0010523	0.552
GO:0008217	GO:0008217	0.55
GO:0045906	GO:0045906	0.491
GO:0001996	GO:0001996	0.64
GO:0001997	GO:0001997	0.524
GO:0001985	GO:0001985	0.605
GO:1904346	GO:1904346	0.468
GO:1901526	GO:1901526	0.498
GO:0010507	GO:0010507	0.669
GO:1901525	GO:1901525	0.498
GO:0016242	GO:0016242	0.774
GO:0010506	GO:0010506	0.874
GO:1901524	GO:1901524	0.648
GO:1902902	GO:1902902	0.491
GO:1903146	GO:1903146	0.574
GO:1905336	GO:1905336	0.66
GO:0010756	GO:0010756	0.633
GO:1905906	GO:1905906	0.494
GO:1903093	GO:1903093	0.467
GO:0061436	GO:0061436	0.523
GO:0003014	GO:0003014	0.492
GO:0035811	GO:0035811	0.505
GO:0035810	GO:0035810	0.505
GO:0070295	GO:0070295	0.719
GO:0003097	GO:0003097	0.79
GO:2001153	GO:2001153	0.549
GO:0030719	GO:0030719	0.55
GO:1902492	GO:1902492	0.686
GO:0007309	GO:0007309	0.694
GO:0060474	GO:0060474	0.643
GO:1903537	GO:1903537	0.682
GO:0030704	GO:0030704	0.527
GO:1903538	GO:1903538	0.582
GO:1902491	GO:1902491	0.686
GO:0097706	GO:0097706	0.562
GO:0046712	GO:0046712	0.597
GO:0006256	GO:0006256	0.514
GO:0046055	GO:0046055	0.533
GO:0046050	GO:0046050	0.514
GO:0046059	GO:0046059	0.533
GO:0006248	GO:0006248	0.514
GO:0046038	GO:0046038	0.597
GO:0046061	GO:0046061	0.533
GO:0006254	GO:0006254	0.514
GO:0046052	GO:0046052	0.514
GO:0006203	GO:0006203	0.533
GO:0044580	GO:0044580	0.779
GO:0003161	GO:0003161	0.495
GO:0003229	GO:0003229	0.495
GO:0072207	GO:0072207	0.473
GO:0072075	GO:0072075	0.473
GO:0072163	GO:0072163	0.473
GO:0031173	GO:0031173	0.495
GO:0046951	GO:0046951	0.532
GO:0042376	GO:0042376	0.475
GO:1901662	GO:1901662	0.538
GO:0042361	GO:0042361	0.475
GO:0046952	GO:0046952	0.595
GO:0072237	GO:0072237	0.903
GO:0072220	GO:0072220	0.669
GO:0072232	GO:0072232	0.908
GO:0072230	GO:0072230	0.818
GO:0072014	GO:0072014	0.705
GO:0072286	GO:0072286	0.738
GO:0072221	GO:0072221	0.691
GO:0072282	GO:0072282	0.554
GO:0072070	GO:0072070	0.611
GO:0072236	GO:0072236	0.738
GO:0072218	GO:0072218	0.691
GO:0072287	GO:0072287	0.5
GO:0072235	GO:0072235	0.738
GO:0072017	GO:0072017	0.611
GO:0072240	GO:0072240	0.583
GO:0072227	GO:0072227	0.538
GO:0072233	GO:0072233	0.691
GO:0032900	GO:0032900	0.563
GO:1900223	GO:1900223	0.602
GO:0050819	GO:0050819	0.563
GO:2000533	GO:2000533	0.468
GO:0042636	GO:0042636	0.539
GO:0042997	GO:0042997	0.521
GO:0007611	GO:0007611	0.598
GO:0007632	GO:0007632	0.722
GO:0007634	GO:0007634	0.617
GO:0021853	GO:0021853	0.563
GO:0021819	GO:0021819	0.492
GO:0021801	GO:0021801	0.502
GO:0021852	GO:0021852	0.564
GO:0021828	GO:0021828	0.617
GO:0030183	GO:0030183	0.569
GO:0002315	GO:0002315	0.471
GO:0002317	GO:0002317	0.471
GO:0030217	GO:0030217	0.569
GO:0033077	GO:0033077	0.561
GO:0046632	GO:0046632	0.528
GO:0002314	GO:0002314	0.471
GO:0045066	GO:0045066	0.561
GO:0045060	GO:0045060	0.511
GO:0002305	GO:0002305	0.532
GO:0002300	GO:0002300	0.478
GO:0043374	GO:0043374	0.499
GO:1904157	GO:1904157	0.554
GO:0002333	GO:0002333	0.549
GO:0043366	GO:0043366	0.524
GO:0042492	GO:0042492	0.528
GO:0001779	GO:0001779	0.569
GO:0033080	GO:0033080	0.466
GO:0002572	GO:0002572	0.656
GO:0045061	GO:0045061	0.546
GO:0045062	GO:0045062	0.546
GO:0002361	GO:0002361	0.467
GO:0002335	GO:0002335	0.561
GO:0001865	GO:0001865	0.53
GO:0043369	GO:0043369	0.526
GO:0045059	GO:0045059	0.511
GO:0002352	GO:0002352	0.579
GO:0002363	GO:0002363	0.515
GO:0002327	GO:0002327	0.561
GO:0002329	GO:0002329	0.554
GO:0043367	GO:0043367	0.499
GO:0002364	GO:0002364	0.492
GO:0002316	GO:0002316	0.471
GO:0002336	GO:0002336	0.515
GO:1901307	GO:1901307	0.47
GO:1904681	GO:1904681	0.469
GO:0031000	GO:0031000	0.483
GO:0033189	GO:0033189	0.558
GO:0033590	GO:0033590	0.795
GO:0043278	GO:0043278	0.481
GO:0048148	GO:0048148	0.506
GO:0032571	GO:0032571	0.529
GO:0034516	GO:0034516	0.795
GO:0010266	GO:0010266	0.795
GO:1905233	GO:1905233	0.481
GO:0033552	GO:0033552	0.529
GO:0033274	GO:0033274	0.795
GO:0051599	GO:0051599	0.529
GO:0006936	GO:0006936	0.605
GO:0100001	GO:0100001	0.581
GO:0006939	GO:0006939	0.48
GO:0006941	GO:0006941	0.708
GO:0002086	GO:0002086	0.72
GO:0003012	GO:0003012	0.523
GO:0031448	GO:0031448	0.469
GO:0050882	GO:0050882	0.484
GO:0050881	GO:0050881	0.608
GO:0014861	GO:0014861	0.514
GO:0003011	GO:0003011	0.885
GO:0031449	GO:0031449	0.561
GO:0014728	GO:0014728	0.653
GO:0031444	GO:0031444	0.736
GO:0042274	GO:0042274	0.498
GO:0000028	GO:0000028	0.598
GO:0071800	GO:0071800	0.51
GO:0042254	GO:0042254	0.584
GO:0000027	GO:0000027	0.598
GO:0042273	GO:0042273	0.498
GO:0022613	GO:0022613	0.508
GO:0036258	GO:0036258	0.476
GO:0042255	GO:0042255	0.896
GO:1902775	GO:1902775	0.533
GO:1903232	GO:1903232	0.471
GO:0098534	GO:0098534	0.496
GO:0034462	GO:0034462	0.551
GO:0034463	GO:0034463	0.502
GO:0071971	GO:0071971	0.475
GO:1905746	GO:1905746	0.547
GO:0043330	GO:0043330	0.505
GO:0042256	GO:0042256	0.498
GO:1905323	GO:1905323	0.643
GO:0000492	GO:0000492	0.572
GO:0022618	GO:0022618	0.735
GO:0000921	GO:0000921	0.526
GO:0000493	GO:0000493	0.572
GO:1900153	GO:1900153	0.469
GO:0043488	GO:0043488	0.552
GO:0070935	GO:0070935	0.577
GO:0060212	GO:0060212	0.551
GO:1903799	GO:1903799	0.661
GO:0048255	GO:0048255	0.561
GO:2000623	GO:2000623	0.566
GO:0090669	GO:0090669	0.62
GO:0036416	GO:0036416	0.539
GO:0061014	GO:0061014	0.492
GO:0070934	GO:0070934	0.577
GO:1900152	GO:1900152	0.566
GO:2000635	GO:2000635	0.62
GO:0044357	GO:0044357	0.474
GO:2000636	GO:2000636	0.493
GO:1902373	GO:1902373	0.591
GO:0032076	GO:0032076	0.556
GO:0010610	GO:0010610	0.514
GO:2000632	GO:2000632	0.62
GO:0000961	GO:0000961	0.576
GO:1905869	GO:1905869	0.52
GO:2000626	GO:2000626	0.534
GO:1902629	GO:1902629	0.486
GO:0045876	GO:0045876	0.482
GO:0051987	GO:0051987	0.586
GO:0010825	GO:0010825	0.535
GO:0140042	GO:0140042	0.511
GO:0070842	GO:0070842	0.467
GO:1904970	GO:1904970	0.564
GO:0051017	GO:0051017	0.487
GO:1905515	GO:1905515	0.516
GO:0060271	GO:0060271	0.55
GO:0007099	GO:0007099	0.468
GO:0062030	GO:0062030	0.546
GO:0071709	GO:0071709	0.474
GO:0051225	GO:0051225	0.564
GO:0035082	GO:0035082	0.487
GO:0030031	GO:0030031	0.515
GO:0001845	GO:0001845	0.469
GO:0044458	GO:0044458	0.516
GO:0062029	GO:0062029	0.528
GO:1902988	GO:1902988	0.467
GO:1905349	GO:1905349	0.572
GO:0098698	GO:0098698	0.472
GO:1902896	GO:1902896	0.575
GO:0061824	GO:0061824	0.516
GO:0055048	GO:0055048	0.527
GO:0071787	GO:0071787	0.54
GO:0045110	GO:0045110	0.49
GO:0097742	GO:0097742	0.563
GO:1904158	GO:1904158	0.503
GO:0061308	GO:0061308	0.489
GO:0003180	GO:0003180	0.633
GO:0072111	GO:0072111	0.48
GO:0003283	GO:0003283	0.702
GO:0003203	GO:0003203	0.567
GO:0003281	GO:0003281	0.702
GO:0055008	GO:0055008	0.508
GO:0060347	GO:0060347	0.534
GO:0060412	GO:0060412	0.544
GO:0003214	GO:0003214	0.604
GO:0003272	GO:0003272	0.551
GO:0060038	GO:0060038	0.51
GO:0060413	GO:0060413	0.513
GO:0003162	GO:0003162	0.661
GO:0003149	GO:0003149	0.561
GO:0003148	GO:0003148	0.569
GO:0003215	GO:0003215	0.604
GO:0035054	GO:0035054	0.755
GO:0060947	GO:0060947	0.537
GO:0003163	GO:0003163	0.661
GO:0003166	GO:0003166	0.596
GO:0072012	GO:0072012	0.477
GO:0003210	GO:0003210	0.547
GO:0003211	GO:0003211	0.547
GO:0003198	GO:0003198	0.475
GO:0003209	GO:0003209	0.613
GO:0003344	GO:0003344	0.565
GO:1905317	GO:1905317	0.57
GO:0003289	GO:0003289	0.495
GO:0003345	GO:0003345	0.48
GO:0055024	GO:0055024	0.544
GO:0090500	GO:0090500	0.577
GO:2000826	GO:2000826	0.607
GO:0061371	GO:0061371	0.736
GO:0003208	GO:0003208	0.613
GO:0003273	GO:0003273	0.484
GO:0003192	GO:0003192	0.515
GO:0003218	GO:0003218	0.519
GO:0003219	GO:0003219	0.519
GO:0003165	GO:0003165	0.596
GO:0035469	GO:0035469	0.483
GO:0003278	GO:0003278	0.602
GO:0003285	GO:0003285	0.67
GO:0046294	GO:0046294	0.509
GO:0019563	GO:0019563	0.47
GO:0006581	GO:0006581	0.487
GO:1901335	GO:1901335	0.481
GO:0019310	GO:0019310	0.491
GO:0014850	GO:0014850	0.788
GO:0032095	GO:0032095	0.523
GO:1902510	GO:1902510	0.853
GO:0106027	GO:0106027	0.839
GO:0031529	GO:0031529	0.565
GO:0106028	GO:0106028	0.682
GO:0032796	GO:0032796	0.565
GO:0097581	GO:0097581	0.565
GO:0031268	GO:0031268	0.565
GO:0014822	GO:0014822	0.616
GO:0001778	GO:0001778	0.477
GO:0140361	GO:0140361	0.565
GO:0060335	GO:0060335	0.479
GO:0051048	GO:0051048	0.519
GO:0045955	GO:0045955	0.495
GO:1903542	GO:1903542	0.502
GO:1902823	GO:1902823	0.549
GO:1905366	GO:1905366	0.513
GO:1905302	GO:1905302	0.529
GO:1903422	GO:1903422	0.538
GO:1903434	GO:1903434	0.536
GO:1904999	GO:1904999	0.627
GO:0051135	GO:0051135	0.5
GO:1903905	GO:1903905	0.473
GO:2000570	GO:2000570	0.487
GO:0035783	GO:0035783	0.471
GO:2000516	GO:2000516	0.5
GO:2001187	GO:2001187	0.5
GO:1905036	GO:1905036	0.47
GO:0060265	GO:0060265	0.494
GO:0034315	GO:0034315	0.517
GO:0030838	GO:0030838	0.584
GO:0051497	GO:0051497	0.716
GO:0030836	GO:0030836	0.518
GO:0031116	GO:0031116	0.478
GO:0034314	GO:0034314	0.568
GO:0032233	GO:0032233	0.871
GO:0051126	GO:0051126	0.523
GO:0034316	GO:0034316	0.493
GO:0060298	GO:0060298	0.536
GO:0043149	GO:0043149	0.575
GO:0051695	GO:0051695	0.497
GO:0045010	GO:0045010	0.588
GO:2000601	GO:2000601	0.51
GO:0051127	GO:0051127	0.548
GO:0051125	GO:0051125	0.541
GO:0051638	GO:0051638	0.478
GO:0043382	GO:0043382	0.553
GO:0050868	GO:0050868	0.593
GO:0042102	GO:0042102	0.754
GO:0042104	GO:0042104	0.717
GO:0043032	GO:0043032	0.479
GO:0033092	GO:0033092	0.637
GO:0046641	GO:0046641	0.672
GO:0050671	GO:0050671	0.484
GO:0032816	GO:0032816	0.572
GO:0051142	GO:0051142	0.613
GO:0046636	GO:0046636	0.531
GO:0031296	GO:0031296	0.518
GO:2000563	GO:2000563	0.613
GO:0050871	GO:0050871	0.572
GO:0033005	GO:0033005	0.479
GO:2000566	GO:2000566	0.613
GO:2001186	GO:2001186	0.483
GO:0051134	GO:0051134	0.483
GO:0051251	GO:0051251	0.692
GO:1903904	GO:1903904	0.495
GO:0030887	GO:0030887	0.479
GO:1900281	GO:1900281	0.716
GO:1903426	GO:1903426	0.674
GO:0006809	GO:0006809	0.669
GO:1904407	GO:1904407	0.553
GO:0090260	GO:0090260	0.604
GO:1902667	GO:1902667	0.719
GO:0048841	GO:0048841	0.593
GO:0048858	GO:0048858	0.524
GO:1902669	GO:1902669	0.686
GO:0030516	GO:0030516	0.498
GO:0072673	GO:0072673	0.502
GO:0036339	GO:0036339	0.65
GO:0007159	GO:0007159	0.837
GO:0044331	GO:0044331	0.837
GO:0007156	GO:0007156	0.726
GO:0007158	GO:0007158	0.837
GO:0035759	GO:0035759	0.486
GO:0061756	GO:0061756	0.726
GO:0007160	GO:0007160	0.56
GO:0090136	GO:0090136	0.837
GO:0033631	GO:0033631	0.751
GO:0007157	GO:0007157	0.726
GO:0070487	GO:0070487	0.65
GO:0034113	GO:0034113	0.837
GO:0016339	GO:0016339	0.726
GO:0071593	GO:0071593	0.65
GO:0070489	GO:0070489	0.597
GO:0097326	GO:0097326	0.726
GO:0098742	GO:0098742	0.837
GO:0071603	GO:0071603	0.726
GO:0097323	GO:0097323	0.726
GO:0070488	GO:0070488	0.65
GO:0007161	GO:0007161	0.486
GO:0016338	GO:0016338	0.726
GO:0061302	GO:0061302	0.486
GO:0016340	GO:0016340	0.486
GO:1903861	GO:1903861	0.506
GO:0048691	GO:0048691	0.537
GO:0048687	GO:0048687	0.478
GO:0048679	GO:0048679	0.473
GO:0048681	GO:0048681	0.559
GO:2000297	GO:2000297	0.486
GO:0120035	GO:0120035	0.47
GO:1905592	GO:1905592	0.546
GO:2000548	GO:2000548	0.473
GO:0051490	GO:0051490	0.473
GO:1902951	GO:1902951	0.504
GO:0042355	GO:0042355	0.581
GO:0046479	GO:0046479	0.788
GO:1905372	GO:1905372	0.49
GO:0006687	GO:0006687	0.546
GO:0046477	GO:0046477	0.675
GO:0006689	GO:0006689	0.675
GO:0006685	GO:0006685	0.47
GO:0046521	GO:0046521	0.547
GO:0006680	GO:0006680	0.658
GO:2000752	GO:2000752	0.535
GO:0006683	GO:0006683	0.64
GO:1901805	GO:1901805	0.829
GO:1904153	GO:1904153	0.558
GO:0071816	GO:0071816	0.937
GO:0097119	GO:0097119	0.489
GO:0045048	GO:0045048	0.937
GO:0002071	GO:0002071	0.528
GO:0001886	GO:0001886	0.561
GO:0002009	GO:0002009	0.473
GO:0072015	GO:0072015	0.476
GO:1903140	GO:1903140	0.466
GO:0097368	GO:0097368	0.528
GO:0003323	GO:0003323	0.486
GO:0045198	GO:0045198	0.483
GO:0072016	GO:0072016	0.517
GO:0098535	GO:0098535	0.567
GO:0060844	GO:0060844	0.521
GO:0097101	GO:0097101	0.515
GO:0003383	GO:0003383	0.55
GO:0002068	GO:0002068	0.638
GO:0060480	GO:0060480	0.468
GO:0060010	GO:0060010	0.51
GO:0060838	GO:0060838	0.546
GO:0006784	GO:0006784	0.617
GO:0006785	GO:0006785	0.617
GO:0048034	GO:0048034	0.617
GO:0009403	GO:0009403	0.476
GO:0006744	GO:0006744	0.475
GO:0009234	GO:0009234	0.475
GO:0006642	GO:0006642	0.53
GO:0036153	GO:0036153	0.483
GO:0006264	GO:0006264	0.826
GO:0033262	GO:0033262	0.489
GO:1902977	GO:1902977	0.47
GO:0071163	GO:0071163	0.52
GO:1902969	GO:1902969	0.613
GO:1990506	GO:1990506	0.615
GO:0032875	GO:0032875	0.489
GO:0042023	GO:0042023	0.719
GO:0033260	GO:0033260	0.719
GO:1903465	GO:1903465	0.495
GO:0010571	GO:0010571	0.567
GO:0032876	GO:0032876	0.556
GO:0019377	GO:0019377	0.531
GO:0019433	GO:0019433	0.499
GO:0046475	GO:0046475	0.471
GO:0052651	GO:0052651	0.499
GO:0046340	GO:0046340	0.499
GO:0046464	GO:0046464	0.52
